city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Skyline,Skyline,MN,Minnesota,27013,Blue Earth,44.1408,-94.034,300,597,polygon,FALSE,TRUE,America/Chicago,3,56001,1840008977
Hollandale,Hollandale,MN,Minnesota,27047,Freeborn,43.7598,-93.2043,299,262,polygon,FALSE,TRUE,America/Chicago,3,56045,1840006828
Vesta,Vesta,MN,Minnesota,27127,Redwood,44.5066,-95.4139,296,286,polygon,FALSE,TRUE,America/Chicago,3,56292,1840010015
Wilton,Wilton,MN,Minnesota,27007,Beltrami,47.5065,-94.9969,296,43,polygon,FALSE,TRUE,America/Chicago,3,56601 56687,1840009959
Nerstrand,Nerstrand,MN,Minnesota,27131,Rice,44.3429,-93.0638,294,80,polygon,FALSE,TRUE,America/Chicago,3,55053,1840007890
Plummer,Plummer,MN,Minnesota,27125,Red Lake,47.9151,-96.0416,291,42,polygon,FALSE,TRUE,America/Chicago,3,56748,1840008828
Granada,Granada,MN,Minnesota,27091,Martin,43.6933,-94.3495,285,189,polygon,FALSE,TRUE,America/Chicago,3,56039,1840007951
Hendrum,Hendrum,MN,Minnesota,27107,Norman,47.2641,-96.8104,281,334,polygon,FALSE,TRUE,America/Chicago,3,56550,1840006620
Beaver Creek,Beaver Creek,MN,Minnesota,27133,Rock,43.6124,-96.3624,280,204,polygon,FALSE,TRUE,America/Chicago,3,56116,1840006817
Gonvick,Gonvick,MN,Minnesota,27029,Clearwater,47.7391,-95.5125,279,82,polygon,FALSE,TRUE,America/Chicago,3,56644,1840007710
Bowlus,Bowlus,MN,Minnesota,27097,Morrison,45.8191,-94.4072,279,84,polygon,FALSE,TRUE,America/Chicago,3,56314,1840006670
Hanley Falls,Hanley Falls,MN,Minnesota,27173,Yellow Medicine,44.6917,-95.6194,277,428,polygon,FALSE,TRUE,America/Chicago,3,56245,1840006764
Lake George,Lake George,MN,Minnesota,27057,Hubbard,47.1881,-94.9801,277,23,polygon,FALSE,FALSE,America/Chicago,3,56458,1840025255
Buckman,Buckman,MN,Minnesota,27097,Morrison,45.8973,-94.094,276,105,polygon,FALSE,TRUE,America/Chicago,3,56364 56317,1840006669
Utica,Utica,MN,Minnesota,27169,Winona,43.9772,-91.9494,276,107,polygon,FALSE,TRUE,America/Chicago,3,55979,1840010033
Cyrus,Cyrus,MN,Minnesota,27121,Pope,45.6147,-95.7381,276,397,polygon,FALSE,TRUE,America/Chicago,3,56323,1840006691
Freeborn,Freeborn,MN,Minnesota,27047,Freeborn,43.7659,-93.5645,274,577,polygon,FALSE,TRUE,America/Chicago,3,56032,1840007930
Silver Creek,Silver Creek,MN,Minnesota,27171,Wright,45.3127,-93.9827,272,70,polygon,FALSE,FALSE,America/Chicago,3,55358,1840025305
Searles,Searles,MN,Minnesota,27015,Brown,44.2307,-94.4361,270,238,polygon,FALSE,FALSE,America/Chicago,3,56073 56084,1840025372
Kelliher,Kelliher,MN,Minnesota,27007,Beltrami,47.9438,-94.4446,267,46,polygon,FALSE,TRUE,America/Chicago,3,56650,1840007699
St. Hilaire,St. Hilaire,MN,Minnesota,27113,Pennington,48.0135,-96.2137,264,130,polygon,FALSE,TRUE,America/Chicago,3,56754,1840008826
Climax,Climax,MN,Minnesota,27119,Polk,47.6095,-96.8122,263,108,polygon,FALSE,TRUE,America/Chicago,3,56523,1840006603
Murdock,Murdock,MN,Minnesota,27151,Swift,45.2234,-95.3946,263,163,polygon,FALSE,TRUE,America/Chicago,3,56271,1840007804
Hewitt,Hewitt,MN,Minnesota,27153,Todd,46.324,-95.0902,256,47,polygon,FALSE,TRUE,America/Chicago,3,56453,1840006668
Echo,Echo,MN,Minnesota,27173,Yellow Medicine,44.6218,-95.4115,254,96,polygon,FALSE,TRUE,America/Chicago,3,56237,1840007850
Villard,Villard,MN,Minnesota,27121,Pope,45.7142,-95.2692,253,125,polygon,FALSE,TRUE,America/Chicago,3,56385,1840009990
Backus,Backus,MN,Minnesota,27021,Cass,46.8207,-94.5149,252,156,polygon,FALSE,TRUE,America/Chicago,3,56435,1840006623
Eitzen,Eitzen,MN,Minnesota,27055,Houston,43.508,-91.4636,249,157,polygon,FALSE,TRUE,America/Chicago,3,55931,1840007937
Dalton,Dalton,MN,Minnesota,27111,Otter Tail,46.1739,-95.9156,249,406,polygon,FALSE,TRUE,America/Chicago,3,56324,1840006651
Ostrander,Ostrander,MN,Minnesota,27045,Fillmore,43.6137,-92.4263,248,201,polygon,FALSE,TRUE,America/Chicago,3,55961,1840009011
Lewisville,Lewisville,MN,Minnesota,27165,Watonwan,43.9241,-94.434,247,399,polygon,FALSE,TRUE,America/Chicago,3,56060,1840007924
Chandler,Chandler,MN,Minnesota,27101,Murray,43.9306,-95.9512,246,120,polygon,FALSE,TRUE,America/Chicago,3,56122,1840006801
Hayward,Hayward,MN,Minnesota,27047,Freeborn,43.6499,-93.246,242,153,polygon,FALSE,TRUE,America/Chicago,3,56043,1840006827
Pemberton,Pemberton,MN,Minnesota,27013,Blue Earth,44.0084,-93.7838,241,495,polygon,FALSE,TRUE,America/Chicago,3,56078,1840008978
Zumbro Falls,Zumbro Falls,MN,Minnesota,27157,Wabasha,44.2849,-92.4263,239,162,polygon,FALSE,TRUE,America/Chicago,3,55991,1840010024
Milroy,Milroy,MN,Minnesota,27127,Redwood,44.4178,-95.5536,237,350,polygon,FALSE,TRUE,America/Chicago,3,56263,1840007871
Lake Lillian,Lake Lillian,MN,Minnesota,27067,Kandiyohi,44.9458,-94.88,235,200,polygon,FALSE,TRUE,America/Chicago,3,56253,1840007803
Twin Lakes,Twin Lakes,MN,Minnesota,27087,Mahnomen,47.2261,-95.6555,235,33,polygon,FALSE,TRUE,America/Chicago,3,56589 56566,1840150164
Donnelly,Donnelly,MN,Minnesota,27149,Stevens,45.6895,-96.0143,234,32,polygon,FALSE,TRUE,America/Chicago,3,56235,1840006690
Cromwell,Cromwell,MN,Minnesota,27017,Carlton,46.6795,-92.873,232,48,polygon,FALSE,TRUE,America/Chicago,3,55726,1840006647
Bigelow,Bigelow,MN,Minnesota,27105,Nobles,43.5053,-95.6892,231,226,polygon,FALSE,TRUE,America/Chicago,3,56117,1840006821
Callaway,Callaway,MN,Minnesota,27005,Becker,46.982,-95.912,230,140,polygon,FALSE,TRUE,America/Chicago,3,56521,1840006629
Pease,Pease,MN,Minnesota,27095,Mille Lacs,45.6995,-93.6491,229,167,polygon,FALSE,TRUE,America/Chicago,3,56353 56363,1840008868
Elrosa,Elrosa,MN,Minnesota,27145,Stearns,45.5629,-94.9472,228,561,polygon,FALSE,TRUE,America/Chicago,3,56325 56312,1840007778
Frontenac,Frontenac,MN,Minnesota,27049,Goodhue,44.5061,-92.3511,227,47,polygon,FALSE,FALSE,America/Chicago,3,55026 55066 55041,1840025353
Lake Wilson,Lake Wilson,MN,Minnesota,27101,Murray,43.9953,-95.9533,227,207,polygon,FALSE,TRUE,America/Chicago,3,56151,1840007910
Flensburg,Flensburg,MN,Minnesota,27097,Morrison,45.948,-94.5301,227,12,polygon,FALSE,TRUE,America/Chicago,3,56328 56345 56382,1840007756
Waldorf,Waldorf,MN,Minnesota,27161,Waseca,43.9332,-93.6976,226,230,polygon,FALSE,TRUE,America/Chicago,3,56091,1840010029
Winger,Winger,MN,Minnesota,27119,Polk,47.5376,-95.9864,222,190,polygon,FALSE,TRUE,America/Chicago,3,56592,1840009962
Greenwald,Greenwald,MN,Minnesota,27145,Stearns,45.6014,-94.8594,222,120,polygon,FALSE,TRUE,America/Chicago,3,56352 56335,1840007780
Lismore,Lismore,MN,Minnesota,27105,Nobles,43.7491,-95.948,221,244,polygon,FALSE,TRUE,America/Chicago,3,56155,1840008998
Rutledge,Rutledge,MN,Minnesota,27115,Pine,46.257,-92.8696,221,28,polygon,FALSE,TRUE,America/Chicago,3,55704 55795,1840008857
Ruthton,Ruthton,MN,Minnesota,27117,Pipestone,44.1776,-96.1035,221,147,polygon,FALSE,TRUE,America/Chicago,3,56170,1840008981
Wahkon,Wahkon,MN,Minnesota,27095,Mille Lacs,46.1206,-93.5223,219,88,polygon,FALSE,TRUE,America/Chicago,3,56386,1840009984
Gilman,Gilman,MN,Minnesota,27009,Benton,45.7353,-93.9483,219,173,polygon,FALSE,TRUE,America/Chicago,3,56329,1840007777
Mendota,Mendota,MN,Minnesota,27037,Dakota,44.8877,-93.1607,217,327,polygon,FALSE,TRUE,America/Chicago,3,55150,1840007854
Currie,Currie,MN,Minnesota,27101,Murray,44.0704,-95.6668,216,151,polygon,FALSE,TRUE,America/Chicago,3,56123,1840006800
Dennison,Dennison,MN,Minnesota,27049,Goodhue,44.4088,-93.0303,214,65,polygon,FALSE,TRUE,America/Chicago,3,55018,1840006780
Bluffton,Bluffton,MN,Minnesota,27111,Otter Tail,46.4696,-95.2337,214,30,polygon,FALSE,TRUE,America/Chicago,3,56518 56482,1840006653
Lutsen,Lutsen,MN,Minnesota,27031,Cook,47.6715,-90.6885,213,7,polygon,FALSE,FALSE,America/Chicago,3,55612,1840026063
Northrop,Northrop,MN,Minnesota,27091,Martin,43.7359,-94.4367,213,629,polygon,FALSE,TRUE,America/Chicago,3,56075 56031,1840007952
Beardsley,Beardsley,MN,Minnesota,27011,Big Stone,45.5577,-96.7139,212,174,polygon,FALSE,TRUE,America/Chicago,3,56211,1840006698
Grygla,Grygla,MN,Minnesota,27089,Marshall,48.2996,-95.624,211,140,polygon,FALSE,TRUE,America/Chicago,3,56727,1840006598
Hitterdal,Hitterdal,MN,Minnesota,27027,Clay,46.9778,-96.2584,211,95,polygon,FALSE,TRUE,America/Chicago,3,56552,1840006636
Magnolia,Magnolia,MN,Minnesota,27133,Rock,43.6441,-96.0752,209,101,polygon,FALSE,TRUE,America/Chicago,3,56158,1840008996
Big Falls,Big Falls,MN,Minnesota,27071,Koochiching,48.1794,-93.8092,208,13,polygon,FALSE,TRUE,America/Chicago,3,56627,1840006586
Garrison,Garrison,MN,Minnesota,27035,Crow Wing,46.2992,-93.8262,207,76,polygon,FALSE,TRUE,America/Chicago,3,56450,1840007739
Lake Bronson,Lake Bronson,MN,Minnesota,27069,Kittson,48.7322,-96.664,205,149,polygon,FALSE,TRUE,America/Chicago,3,56734,1840007679
Storden,Storden,MN,Minnesota,27033,Cottonwood,44.0396,-95.3193,204,355,polygon,FALSE,TRUE,America/Chicago,3,56174,1840008988
Gary,Gary,MN,Minnesota,27107,Norman,47.3725,-96.2656,202,242,polygon,FALSE,TRUE,America/Chicago,3,56545,1840007719
Sobieski,Sobieski,MN,Minnesota,27097,Morrison,45.923,-94.482,201,19,polygon,FALSE,TRUE,America/Chicago,3,56345,1840008862
Tenstrike,Tenstrike,MN,Minnesota,27007,Beltrami,47.6603,-94.6843,200,23,polygon,FALSE,TRUE,America/Chicago,3,56683,1840008823
Peterson,Peterson,MN,Minnesota,27045,Fillmore,43.7868,-91.8333,198,160,polygon,FALSE,TRUE,America/Chicago,3,55962,1840009012
Meire Grove,Meire Grove,MN,Minnesota,27145,Stearns,45.6264,-94.8694,197,195,polygon,FALSE,TRUE,America/Chicago,3,56352,1840007781
Okabena,Okabena,MN,Minnesota,27063,Jackson,43.7391,-95.3165,195,337,polygon,FALSE,TRUE,America/Chicago,3,56161,1840007941
Nelson,Nelson,MN,Minnesota,27041,Douglas,45.8865,-95.2648,194,113,polygon,FALSE,TRUE,America/Chicago,3,56355,1840007771
South Haven,South Haven,MN,Minnesota,27171,Wright,45.2927,-94.2174,193,117,polygon,FALSE,TRUE,America/Chicago,3,55382,1840008898
Homer,Homer,MN,Minnesota,27169,Winona,44.0084,-91.5601,193,62,polygon,FALSE,FALSE,America/Chicago,3,55987,1840025395
Inger,Inger,MN,Minnesota,27061,Itasca,47.558,-93.9794,193,39,polygon,FALSE,FALSE,America/Chicago,3,56636,1840026096
Leota,Leota,MN,Minnesota,27105,Nobles,43.8292,-96.0231,192,54,polygon,FALSE,FALSE,America/Chicago,3,56128 56153,1840004167
Forada,Forada,MN,Minnesota,27041,Douglas,45.7884,-95.3567,190,145,polygon,FALSE,TRUE,America/Chicago,3,56308,1840007769
Watson,Watson,MN,Minnesota,27023,Chippewa,45.0099,-95.8,189,423,polygon,FALSE,TRUE,America/Chicago,3,56295,1840010003
Northome,Northome,MN,Minnesota,27071,Koochiching,47.8748,-94.2675,188,49,polygon,FALSE,TRUE,America/Chicago,3,56661,1840007682
Minnesota City,Minnesota City,MN,Minnesota,27169,Winona,44.0923,-91.75,187,290,polygon,FALSE,TRUE,America/Chicago,3,55959,1840000326
Dent,Dent,MN,Minnesota,27111,Otter Tail,46.553,-95.719,186,193,polygon,FALSE,TRUE,America/Chicago,3,56528,1840006656
Ogema,Ogema,MN,Minnesota,27005,Becker,47.1016,-95.9225,185,58,polygon,FALSE,TRUE,America/Chicago,3,56569,1840007726
Easton,Easton,MN,Minnesota,27043,Faribault,43.7661,-93.9,184,74,polygon,FALSE,TRUE,America/Chicago,3,56025,1840007944
Hardwick,Hardwick,MN,Minnesota,27133,Rock,43.7742,-96.1975,183,40,polygon,FALSE,TRUE,America/Chicago,3,56134,1840006818
Frost,Frost,MN,Minnesota,27043,Faribault,43.5846,-93.9248,182,163,polygon,FALSE,TRUE,America/Chicago,3,56033,1840007946
Warba,Warba,MN,Minnesota,27061,Itasca,47.1366,-93.2657,182,21,polygon,FALSE,TRUE,America/Chicago,3,55793,1840009963
Kennedy,Kennedy,MN,Minnesota,27069,Kittson,48.6429,-96.9106,180,172,polygon,FALSE,TRUE,America/Chicago,3,56733,1840007678
Shelly,Shelly,MN,Minnesota,27107,Norman,47.4582,-96.8197,179,327,polygon,FALSE,TRUE,America/Chicago,3,56581,1840008833
Finland,Finland,MN,Minnesota,27075,Lake,47.435,-91.2683,179,12,polygon,FALSE,FALSE,America/Chicago,3,55603,1840025249
Millville,Millville,MN,Minnesota,27157,Wabasha,44.2447,-92.296,178,459,polygon,FALSE,TRUE,America/Chicago,3,55957,1840007900
Shevlin,Shevlin,MN,Minnesota,27029,Clearwater,47.5302,-95.2595,175,83,polygon,FALSE,TRUE,America/Chicago,3,56676,1840008827
Lucan,Lucan,MN,Minnesota,27127,Redwood,44.41,-95.4135,175,170,polygon,FALSE,TRUE,America/Chicago,3,56255,1840008960
Mapleview,Mapleview,MN,Minnesota,27099,Mower,43.6901,-92.974,175,362,polygon,FALSE,TRUE,America/Chicago,3,55912,1840009003
Williams,Williams,MN,Minnesota,27077,Lake of the Woods,48.768,-94.9533,174,68,polygon,FALSE,TRUE,America/Chicago,3,56686,1840010905
Bellechester,Bellechester,MN,Minnesota,27049,Goodhue,44.371,-92.5113,174,212,polygon,FALSE,TRUE,America/Chicago,3,55027,1840006779
Holland,Holland,MN,Minnesota,27117,Pipestone,44.0896,-96.1944,173,72,polygon,FALSE,TRUE,America/Chicago,3,56139,1840006798
Felton,Felton,MN,Minnesota,27027,Clay,47.0749,-96.5058,172,65,polygon,FALSE,TRUE,America/Chicago,3,56536,1840007728
Kettle River,Kettle River,MN,Minnesota,27017,Carlton,46.4862,-92.8776,172,171,polygon,FALSE,TRUE,America/Chicago,3,55757,1840007744
Elizabeth,Elizabeth,MN,Minnesota,27111,Otter Tail,46.3798,-96.1309,171,176,polygon,FALSE,TRUE,America/Chicago,3,56537 56533,1840007745
Beaver Bay,Beaver Bay,MN,Minnesota,27075,Lake,47.2561,-91.3061,171,82,polygon,FALSE,TRUE,America/Chicago,3,55614 55601,1840006602
Porter,Porter,MN,Minnesota,27173,Yellow Medicine,44.642,-96.1693,171,29,polygon,FALSE,TRUE,America/Chicago,3,56280,1840008945
Palisade,Palisade,MN,Minnesota,27001,Aitkin,46.7126,-93.4895,169,95,polygon,FALSE,TRUE,America/Chicago,3,56469,1840008842
Winton,Winton,MN,Minnesota,27137,St. Louis,47.9284,-91.8004,167,504,polygon,FALSE,TRUE,America/Chicago,3,55731 55796,1840009955
Delavan,Delavan,MN,Minnesota,27043,Faribault,43.7677,-94.0174,166,63,polygon,FALSE,TRUE,America/Chicago,3,56023,1840006842
Steen,Steen,MN,Minnesota,27133,Rock,43.5143,-96.2631,165,145,polygon,FALSE,TRUE,America/Chicago,3,56173,1840008997
Ball Club,Ball Club,MN,Minnesota,27061,Itasca,47.3311,-93.946,165,23,polygon,FALSE,FALSE,America/Chicago,3,56636,1840026095
Wendell,Wendell,MN,Minnesota,27051,Grant,46.0359,-96.1008,163,63,polygon,FALSE,TRUE,America/Chicago,3,56590,1840009985
Kingston,Kingston,MN,Minnesota,27093,Meeker,45.1959,-94.3109,162,113,polygon,FALSE,TRUE,America/Chicago,3,55325,1840007807
Blomkest,Blomkest,MN,Minnesota,27067,Kandiyohi,44.9428,-95.0235,158,59,polygon,FALSE,TRUE,America/Chicago,3,56216,1840006723
Boyd,Boyd,MN,Minnesota,27073,Lac qui Parle,44.8512,-95.9008,157,118,polygon,FALSE,TRUE,America/Chicago,3,56218,1840006742
Clontarf,Clontarf,MN,Minnesota,27151,Swift,45.377,-95.677,157,29,polygon,FALSE,TRUE,America/Chicago,3,56215 56226,1840006724
Elba,Elba,MN,Minnesota,27169,Winona,44.0864,-92.0181,156,29,polygon,FALSE,TRUE,America/Chicago,3,55910,1840007919
Coates,Coates,MN,Minnesota,27037,Dakota,44.716,-93.0323,156,43,polygon,FALSE,TRUE,America/Chicago,3,55068,1840006767
Grasston,Grasston,MN,Minnesota,27065,Kanabec,45.7957,-93.1524,153,62,polygon,FALSE,TRUE,America/Chicago,3,55030,1840007763
Campbell,Campbell,MN,Minnesota,27167,Wilkin,46.0975,-96.4055,151,246,polygon,FALSE,TRUE,America/Chicago,3,56522,1840006657
Waltham,Waltham,MN,Minnesota,27099,Mower,43.8193,-92.8746,150,121,polygon,FALSE,TRUE,America/Chicago,3,55982,1840010038
Longville,Longville,MN,Minnesota,27021,Cass,46.9877,-94.212,150,68,polygon,FALSE,TRUE,America/Chicago,3,56655,1840008835
Bellingham,Bellingham,MN,Minnesota,27073,Lac qui Parle,45.1366,-96.2841,150,149,polygon,FALSE,TRUE,America/Chicago,3,56212,1840006741
Elkton,Elkton,MN,Minnesota,27099,Mower,43.6602,-92.7065,148,44,polygon,FALSE,TRUE,America/Chicago,3,55933,1840007934
Mentor,Mentor,MN,Minnesota,27119,Polk,47.6966,-96.144,147,29,polygon,FALSE,TRUE,America/Chicago,3,56736,1840007706
Dunnell,Dunnell,MN,Minnesota,27091,Martin,43.5604,-94.7751,146,368,polygon,FALSE,TRUE,America/Chicago,3,56127,1840007949
Erhard,Erhard,MN,Minnesota,27111,Otter Tail,46.4836,-96.0965,146,101,polygon,FALSE,TRUE,America/Chicago,3,56534,1840007746
Kilkenny,Kilkenny,MN,Minnesota,27079,Le Sueur,44.3151,-93.5742,144,436,polygon,FALSE,TRUE,America/Chicago,3,56052,1840007885
Conger,Conger,MN,Minnesota,27047,Freeborn,43.6153,-93.5282,144,427,polygon,FALSE,TRUE,America/Chicago,3,56009 56020,1840006823
Kinney,Kinney,MN,Minnesota,27137,St. Louis,47.5167,-92.7227,143,14,polygon,FALSE,TRUE,America/Chicago,3,55768 55710 55758,1840007694
Brookston,Brookston,MN,Minnesota,27137,St. Louis,46.8654,-92.6027,141,100,polygon,FALSE,TRUE,America/Chicago,3,55711,1840003992
Marietta,Marietta,MN,Minnesota,27073,Lac qui Parle,45.0105,-96.419,141,148,polygon,FALSE,TRUE,America/Chicago,3,56257,1840007819
Clements,Clements,MN,Minnesota,27127,Redwood,44.3801,-95.0548,141,144,polygon,FALSE,TRUE,America/Chicago,3,56224,1840006781
Roosevelt,Roosevelt,MN,Minnesota,27135,Roseau,48.807,-95.101,138,51,polygon,FALSE,TRUE,America/Chicago,3,56673,1840008813
Brooks,Brooks,MN,Minnesota,27125,Red Lake,47.8165,-96.0036,137,45,polygon,FALSE,TRUE,America/Chicago,3,56715,1840003998
Burtrum,Burtrum,MN,Minnesota,27153,Todd,45.8658,-94.6874,136,92,polygon,FALSE,TRUE,America/Chicago,3,56318,1840006664
Avoca,Avoca,MN,Minnesota,27101,Murray,43.949,-95.6465,135,54,polygon,FALSE,TRUE,America/Chicago,3,56114,1840006802
Hammond,Hammond,MN,Minnesota,27157,Wabasha,44.2221,-92.3738,134,492,polygon,FALSE,TRUE,America/Chicago,3,55991,1840006794
Taunton,Taunton,MN,Minnesota,27083,Lyon,44.5942,-96.063,133,50,polygon,FALSE,TRUE,America/Chicago,3,56291,1840008967
Brook Park,Brook Park,MN,Minnesota,27115,Pine,45.9484,-93.0728,133,51,polygon,FALSE,TRUE,America/Chicago,3,55007,1840004005
Lansing,Lansing,MN,Minnesota,27099,Mower,43.7477,-92.9656,133,65,polygon,FALSE,FALSE,America/Chicago,3,55950 55912,1840025429
Garvin,Garvin,MN,Minnesota,27083,Lyon,44.2142,-95.7607,131,180,polygon,FALSE,TRUE,America/Chicago,3,56132,1840007877
Odessa,Odessa,MN,Minnesota,27011,Big Stone,45.2622,-96.3335,131,52,polygon,FALSE,TRUE,America/Chicago,3,56276,1840007792
Iona,Iona,MN,Minnesota,27101,Murray,43.9149,-95.7857,131,65,polygon,FALSE,TRUE,America/Chicago,3,56172 56141,1840007909
Wolverton,Wolverton,MN,Minnesota,27167,Wilkin,46.563,-96.7363,130,143,polygon,FALSE,TRUE,America/Chicago,3,56594,1840009979
Goodridge,Goodridge,MN,Minnesota,27113,Pennington,48.1442,-95.8039,129,264,polygon,FALSE,TRUE,America/Chicago,3,56725,1840007709
Quamba,Quamba,MN,Minnesota,27065,Kanabec,45.9155,-93.1753,127,70,polygon,FALSE,TRUE,America/Chicago,3,55007 55051,1840008870
Meadowlands,Meadowlands,MN,Minnesota,27137,St. Louis,47.0731,-92.7311,127,128,polygon,FALSE,TRUE,America/Chicago,3,55765,1840007691
Wright,Wright,MN,Minnesota,27017,Carlton,46.6725,-93.0069,127,33,polygon,FALSE,TRUE,America/Chicago,3,55787 55798,1840009974
Georgetown,Georgetown,MN,Minnesota,27027,Clay,47.0784,-96.7959,126,47,polygon,FALSE,TRUE,America/Chicago,3,56546,1840007729
Bingham Lake,Bingham Lake,MN,Minnesota,27033,Cottonwood,43.9096,-95.0461,124,63,polygon,FALSE,TRUE,America/Chicago,3,56118,1840006811
Heidelberg,Heidelberg,MN,Minnesota,27079,Le Sueur,44.4932,-93.6264,124,90,polygon,FALSE,TRUE,America/Chicago,3,56071,1840006789
West Union,West Union,MN,Minnesota,27153,Todd,45.7965,-95.0925,124,107,polygon,FALSE,TRUE,America/Chicago,3,56389 56360,1840009982
McKinley,McKinley,MN,Minnesota,27137,St. Louis,47.509,-92.4057,123,32,polygon,FALSE,TRUE,America/Chicago,3,55741,1840007690
Harding,Harding,MN,Minnesota,27097,Morrison,46.1191,-94.0368,123,15,polygon,FALSE,TRUE,America/Chicago,3,56364,1840006671
Bena,Bena,MN,Minnesota,27021,Cass,47.3404,-94.206,123,94,polygon,FALSE,TRUE,America/Chicago,3,56626,1840006624
De Graff,De Graff,MN,Minnesota,27151,Swift,45.2599,-95.4683,123,56,polygon,FALSE,TRUE,America/Chicago,3,56271,1840006729
Miesville,Miesville,MN,Minnesota,27037,Dakota,44.599,-92.8196,122,26,polygon,FALSE,TRUE,America/Chicago,3,55009 55033,1840007857
Ormsby,Ormsby,MN,Minnesota,27091,Martin,43.8503,-94.6986,122,133,polygon,FALSE,TRUE,America/Chicago,3,56162,1840008993
Alpha,Alpha,MN,Minnesota,27063,Jackson,43.6381,-94.871,119,302,polygon,FALSE,TRUE,America/Chicago,3,56111,1840006839
Woodstock,Woodstock,MN,Minnesota,27117,Pipestone,44.011,-96.0967,118,84,polygon,FALSE,TRUE,America/Chicago,3,56186,1840010027
Effie,Effie,MN,Minnesota,27061,Itasca,47.8411,-93.6377,118,12,polygon,FALSE,TRUE,America/Chicago,3,56639,1840007713
Elmdale,Elmdale,MN,Minnesota,27097,Morrison,45.834,-94.4942,117,13,polygon,FALSE,TRUE,America/Chicago,3,56314,1840007755
Laporte,Laporte,MN,Minnesota,27057,Hubbard,47.2147,-94.7573,116,63,polygon,FALSE,TRUE,America/Chicago,3,56461,1840007724
Roscoe,Roscoe,MN,Minnesota,27145,Stearns,45.4323,-94.6364,113,70,polygon,FALSE,TRUE,America/Chicago,3,56371 56362,1840008878
Riverton,Riverton,MN,Minnesota,27035,Crow Wing,46.4584,-94.0488,113,53,polygon,FALSE,TRUE,America/Chicago,3,56455,1840008846
Foxhome,Foxhome,MN,Minnesota,27167,Wilkin,46.2769,-96.3122,111,115,polygon,FALSE,TRUE,America/Chicago,3,56543,1840007749
Lake Henry,Lake Henry,MN,Minnesota,27145,Stearns,45.4619,-94.7965,111,216,polygon,FALSE,TRUE,America/Chicago,3,56362,1840007785
Chickamaw Beach,Chickamaw Beach,MN,Minnesota,27021,Cass,46.7452,-94.3844,111,19,polygon,FALSE,TRUE,America/Chicago,3,56474,1840006621
Federal Dam,Federal Dam,MN,Minnesota,27021,Cass,47.2407,-94.2192,110,22,polygon,FALSE,TRUE,America/Chicago,3,56641,1840007721
Biscay,Biscay,MN,Minnesota,27085,McLeod,44.8261,-94.274,110,596,polygon,FALSE,TRUE,America/Chicago,3,55336,1840006755
Minneiska,Minneiska,MN,Minnesota,27169,Winona,44.1975,-91.8763,108,82,polygon,FALSE,TRUE,America/Chicago,3,55910,1840007901
Comstock,Comstock,MN,Minnesota,27027,Clay,46.6596,-96.7466,108,181,polygon,FALSE,TRUE,America/Chicago,3,56525,1840006633
Bock,Bock,MN,Minnesota,27095,Mille Lacs,45.7845,-93.5528,107,246,polygon,FALSE,TRUE,America/Chicago,3,56353 56313,1840006674
Squaw Lake,Squaw Lake,MN,Minnesota,27061,Itasca,47.6275,-94.1381,106,50,polygon,FALSE,TRUE,America/Chicago,3,56681,1840008830
New Trier,New Trier,MN,Minnesota,27037,Dakota,44.604,-92.9328,106,217,polygon,FALSE,TRUE,America/Chicago,3,55031,1840007856
Clitherall,Clitherall,MN,Minnesota,27111,Otter Tail,46.2745,-95.6309,106,223,polygon,FALSE,TRUE,America/Chicago,3,56524,1840006650
